# Species	Genes	Alg.-Conn.	GCA_010727945.1_protein.faa	GCA_010728725.1_protein.faa	GCA_010730195.1_protein.faa	GCA_019456655.1_protein.faa	GCA_900292015.1_protein.faa
3	3	0.698	*	*	BBZ40409.1	QYL21068.1	VDM89644.1
3	3	0.696	*	BBZ14910.1	BBZ39767.1	*	VDM89078.1
3	3	0.694	*	BBZ11973.1	BBZ37409.1	QYL22182.1	*
3	3	0.691	*	BBZ11466.1	*	QYL22620.1	VDM91224.1
3	3	0.686	BBX47300.1	*	*	QYL21023.1	VDM86617.1
3	3	0.686	BBX48009.1	BBZ11549.1	*	QYL21655.1	*
3	3	0.683	BBX48229.1	BBZ10386.1	*	QYL25407.1	*
3	3	0.681	*	BBZ15317.1	BBZ37428.1	*	VDM87264.1
3	3	0.676	BBX48941.1	BBZ15142.1	BBZ41436.1	*	*
3	3	0.675	BBX45214.1	BBZ14012.1	BBZ40127.1	*	*
3	3	0.668	*	BBZ15399.1	BBZ38097.1	QYL21391.1	*
3	3	0.668	BBX48708.1	BBZ10706.1	BBZ38134.1	*	*
3	3	0.664	BBX46934.1	BBZ11557.1	*	QYL22576.1	*
3	3	0.663	*	BBZ15370.1	BBZ38145.1	QYL24132.1	*
3	3	0.661	BBX47040.1	*	BBZ42642.1	QYL21979.1	*
3	3	0.658	BBX45204.1	BBZ15085.1	*	QYL25012.1	*
3	3	0.657	BBX48599.1	BBZ10004.1	BBZ38013.1	*	*
3	3	0.656	BBX45241.1	*	BBZ42377.1	QYL22721.1	*
3	3	0.656	BBX45307.1	*	BBZ41685.1	*	VDM90680.1
3	3	0.652	BBX48589.1	*	BBZ36970.1	*	VDM86867.1
3	3	0.651	BBX46254.1	BBZ12341.1	BBZ37993.1	*	*
3	3	0.65	*	BBZ12982.1	BBZ40348.1	QYL23274.1	*
3	3	0.646	BBX45313.1	*	BBZ38112.1	QYL22204.1	*
3	3	0.644	BBX47224.1	BBZ13828.1	BBZ40125.1	*	*
3	3	0.634	*	*	BBZ40216.1	QYL22387.1	VDM89460.1
3	3	0.628	BBX45601.1	*	BBZ39547.1	QYL21119.1	*
3	3	0.627	*	BBZ12534.1	BBZ38880.1	QYL25799.1	*
3	3	0.627	BBX46510.1	BBZ12006.1	*	QYL25607.1	*
3	3	0.627	BBX47760.1	*	BBZ42063.1	QYL22913.1	*
3	3	0.624	*	BBZ09943.1	BBZ38241.1	QYL23209.1	*
3	3	0.621	BBX46634.1	BBZ11593.1	*	QYL21781.1	*
3	3	0.618	BBX44986.1	BBZ15471.1	BBZ39726.1	*	*
3	3	0.614	BBX46036.1	BBZ12526.1	*	QYL21735.1	*
3	3	0.612	*	*	BBZ38340.1	QYL21452.1	VDM87935.1
3	3	0.61	*	BBZ10215.1	BBZ38355.1	QYL23339.1	*
3	3	0.61	BBX44162.1	*	BBZ42419.1	QYL20959.1	*
3	3	0.606	*	*	BBZ37540.1	QYL25406.1	VDM87362.1
3	3	0.604	BBX44811.1	BBZ11337.1	BBZ41267.1	*	*
3	3	0.602	BBX46873.1	BBZ10762.1	*	*	VDM88941.1
3	3	0.601	BBX48820.1	*	BBZ39840.1	*	VDM91097.1
3	3	0.598	*	BBZ11052.1	BBZ39003.1	*	VDM88419.1
3	3	0.598	*	BBZ14849.1	BBZ38227.1	QYL21061.1	*
3	3	0.595	BBX48169.1	BBZ10759.1	BBZ37279.1	*	*
3	3	0.594	BBX47994.1	BBZ10592.1	*	QYL25375.1	*
3	3	0.591	*	*	BBZ38542.1	QYL25179.1	VDM88169.1
3	3	0.59	BBX45816.1	*	*	QYL21103.1	VDM88038.1
3	3	0.588	BBX48053.1	*	BBZ40278.1	QYL24432.1	*
3	3	0.586	*	BBZ14766.1	BBZ38103.1	QYL23804.1	*
3	3	0.586	BBX47527.1	BBZ11112.1	*	QYL24233.1	*
3	3	0.585	BBX47361.1	*	BBZ38289.1	QYL24114.1	*
3	3	0.581	BBX46656.1	BBZ13685.1	BBZ39525.1	*	*
3	3	0.581	BBX47650.1	*	BBZ39940.1	QYL22764.1	*
3	3	0.58	*	BBZ13782.1	BBZ42563.1	*	VDM86709.1
3	3	0.58	BBX44782.1	BBZ15572.1	*	QYL22552.1	*
3	3	0.573	*	BBZ15047.1	BBZ40009.1	*	VDM91282.1
3	3	0.57	*	BBZ15101.1	BBZ41847.1	*	VDM90854.1
3	3	0.57	BBX46462.1	BBZ12093.1	*	QYL22771.1	*
3	3	0.568	BBX46457.1	BBZ15583.1	*	QYL21437.1	*
3	3	0.565	BBX46573.1	*	BBZ39949.1	QYL23229.1	*
3	3	0.561	*	BBZ11779.1	BBZ38425.1	QYL22003.1	*
3	3	0.553	*	BBZ11542.1	BBZ42255.1	QYL23924.1	*
3	3	0.553	BBX45877.1	BBZ12749.1	*	QYL23912.1	*
3	3	0.549	BBX48054.1	*	BBZ40279.1	QYL25478.1	*
3	3	0.546	BBX47335.1	BBZ11358.1	BBZ40243.1	*	*
3	3	0.545	*	BBZ15416.1	BBZ39772.1	*	VDM89084.1
3	3	0.542	BBX48052.1	*	BBZ40277.1	QYL24433.1	*
3	3	0.539	*	*	BBZ39743.1	QYL21076.1	VDM89035.1
3	3	0.538	BBX44117.1	BBZ14428.1	*	QYL24893.1	*
3	3	0.537	*	BBZ11631.1	*	QYL23181.1	VDM91015.1
3	3	0.518	BBX47344.1	BBZ12701.1	*	*	VDM90116.1
3	3	0.514	BBX46886.1	BBZ12679.1	BBZ40166.1	*	*
3	3	0.509	*	*	BBZ37412.1	QYL23954.1	VDM90886.1
3	3	0.508	BBX45484.1	*	BBZ36946.1	*	VDM86841.1
3	3	0.507	BBX48051.1	*	BBZ40276.1	QYL24434.1	*
3	3	0.505	BBX47362.1	*	BBZ42035.1	*	VDM91038.1
3	3	0.503	BBX46936.1	BBZ11555.1	*	QYL23798.1	*
3	3	0.498	BBX45100.1	*	BBZ38174.1	QYL23284.1	*
3	3	0.497	*	BBZ15643.1	BBZ38839.1	QYL24774.1	*
3	3	0.494	BBX45003.1	*	BBZ37057.1	QYL25308.1	*
3	3	0.491	BBX44723.1	BBZ11068.1	BBZ38248.1	*	*
3	3	0.488	*	BBZ11726.1	BBZ39805.1	*	VDM87418.1
3	3	0.483	*	BBZ11933.1	BBZ39073.1	*	VDM88497.1
3	3	0.483	BBX48660.1	BBZ12782.1	*	*	VDM89647.1
3	3	0.473	BBX46456.1	*	BBZ38226.1	*	VDM86657.1
3	3	0.471	*	BBZ10786.1	BBZ37657.1	*	VDM89472.1
3	3	0.468	*	BBZ13234.1	BBZ40159.1	QYL24381.1	*
3	3	0.466	*	*	BBZ41845.1	QYL22361.1	VDM90852.1
3	3	0.465	*	BBZ15086.1	BBZ38914.1	QYL22934.1	*
3	3	0.465	BBX48915.1	BBZ12703.1	*	QYL25055.1	*
3	3	0.462	BBX45603.1	*	BBZ39549.1	QYL24605.1	*
3	3	0.46	*	*	BBZ37998.1	QYL22966.1	VDM90981.1
3	3	0.46	*	BBZ12649.1	*	QYL21669.1	VDM90114.1
3	3	0.457	BBX48479.1	*	BBZ42593.1	*	VDM86736.1
3	3	0.451	BBX48480.1	*	BBZ42592.1	*	VDM86735.1
3	3	0.448	*	BBZ10263.1	BBZ42380.1	*	VDM86600.1
3	3	0.448	*	BBZ15494.1	*	QYL21547.1	VDM89194.1
3	3	0.448	BBX46686.1	*	BBZ41731.1	*	VDM90730.1
3	3	0.446	*	*	BBZ41844.1	QYL22362.1	VDM90851.1
3	3	0.445	BBX44966.1	BBZ15603.1	BBZ37429.1	*	*
3	3	0.443	BBX44525.1	*	*	QYL23881.1	VDM87572.1
3	3	0.439	*	BBZ10485.1	BBZ42415.1	QYL20628.1	*
3	3	0.435	*	BBZ15011.1	BBZ40396.1	*	VDM87847.1
3	3	0.434	*	*	BBZ41846.1	QYL22360.1	VDM90853.1
3	3	0.434	BBX46004.1	BBZ12997.1	BBZ40702.1	*	*
3	3	0.433	BBX48388.1	*	BBZ38419.1	QYL23474.1	*
3	3	0.432	*	*	BBZ39473.1	QYL24732.1	VDM88828.1
3	3	0.426	BBX45037.1	*	BBZ38088.1	QYL23069.1	*
3	3	0.422	BBX45424.1	BBZ14929.1	BBZ39532.1	*	*
3	3	0.412	BBX46228.1	*	*	QYL22947.1	VDM90280.1
3	3	0.4	BBX48840.1	*	BBZ38317.1	*	VDM89896.1
3	3	0.399	*	BBZ15161.1	BBZ41160.1	*	VDM90229.1
3	3	0.396	*	*	BBZ39756.1	QYL22766.1	VDM89057.1
3	3	0.395	BBX47652.1	*	BBZ39942.1	QYL20403.1	*
3	3	0.395	BBX48038.1	BBZ10531.1	BBZ39180.1	*	*
3	3	0.393	BBX48074.1	*	BBZ37850.1	*	VDM87261.1
3	3	0.392	*	*	BBZ39769.1	QYL22508.1	VDM89080.1
3	3	0.386	BBX47396.1	BBZ11934.1	BBZ38933.1	*	*
3	3	0.38	BBX44600.1	*	BBZ40857.1	QYL24997.1	*
3	3	0.379	*	*	BBZ37679.1	QYL25768.1	VDM87467.1
3	3	0.379	BBX48437.1	*	BBZ38631.1	*	VDM88240.1
3	3	0.358	*	BBZ14007.1	BBZ40833.1	*	VDM90016.1
3	3	0.356	*	BBZ11780.1	BBZ38426.1	QYL22002.1	*
3	3	0.352	BBX45044.1	BBZ13596.1	*	QYL21708.1	*
3	3	0.344	BBX44590.1	*	BBZ39264.1	*	VDM89188.1
3	3	0.339	BBX45511.1	*	BBZ41395.1	*	VDM89783.1
3	3	0.337	BBX46734.1	*	BBZ41860.1	QYL21350.1	*
3	3	0.332	*	BBZ14490.1	BBZ39883.1	*	VDM90111.1
3	3	0.331	BBX44103.1	*	BBZ42238.1	*	VDM90037.1
3	3	0.33	*	*	BBZ37812.1	QYL20279.1	VDM87626.1
3	3	0.33	*	BBZ13054.1	BBZ39154.1	*	VDM88626.1
3	3	0.329	*	BBZ14367.1	BBZ41207.1	*	VDM90299.1
3	3	0.329	BBX46958.1	BBZ13008.1	BBZ39226.1	*	*
3	3	0.328	BBX44273.1	BBZ14717.1	BBZ41543.1	*	*
3	3	0.327	BBX47813.1	*	BBZ40850.1	*	VDM89580.1
3	3	0.325	BBX44324.1	*	BBZ38993.1	QYL22502.1	*
3	3	0.325	BBX45038.1	BBZ12576.1	BBZ38089.1	*	*
3	3	0.323	*	BBZ10969.1	BBZ37051.1	*	VDM86942.1
3	3	0.322	*	BBZ11469.1	BBZ42182.1	*	VDM91221.1
3	3	0.322	*	BBZ15000.1	*	QYL21036.1	VDM90701.1
3	3	0.32	*	BBZ10740.1	BBZ37482.1	*	VDM87299.1
3	3	0.32	*	BBZ10775.1	BBZ41627.1	QYL21080.1	*
3	3	0.319	*	BBZ12053.1	BBZ40176.1	QYL20709.1	*
3	3	0.319	BBX48555.1	BBZ14228.1	*	QYL21251.1	*
3	3	0.318	*	*	BBZ40350.1	QYL20725.1	VDM89150.1
3	3	0.318	BBX48716.1	*	BBZ39498.1	QYL23643.1	*
3	3	0.317	BBX45205.1	BBZ13686.1	*	QYL25686.1	*
3	3	0.316	*	BBZ11333.1	BBZ38887.1	*	VDM87810.1
3	3	0.315	*	BBZ13159.1	*	QYL21207.1	VDM90723.1
3	3	0.315	*	BBZ14198.1	*	QYL25228.1	VDM90743.1
3	3	0.315	BBX45600.1	*	BBZ39546.1	QYL24606.1	*
3	3	0.315	BBX47415.1	BBZ15278.1	*	QYL22477.1	*
3	3	0.313	*	*	BBZ39395.1	QYL25105.1	VDM88790.1
3	3	0.313	*	BBZ13014.1	BBZ39907.1	*	VDM87122.1
3	3	0.313	BBX46781.1	*	BBZ40431.1	QYL25324.1	*
3	3	0.312	*	BBZ15507.1	BBZ38215.1	QYL25600.1	*
3	3	0.312	BBX47983.1	BBZ10604.1	*	QYL23070.1	*
3	3	0.311	BBX45867.1	BBZ14150.1	*	QYL23909.1	*
3	3	0.309	*	BBZ10321.1	BBZ39559.1	*	VDM88879.1
3	3	0.309	BBX46930.1	*	BBZ42136.1	QYL23014.1	*
3	3	0.307	*	BBZ15412.1	BBZ41512.1	QYL21135.1	*
3	3	0.307	BBX45909.1	BBZ14666.1	BBZ38003.1	*	*
3	3	0.305	*	BBZ14027.1	*	QYL20478.1	VDM88563.1
3	3	0.305	*	BBZ14870.1	BBZ38198.1	QYL21064.1	*
3	3	0.301	BBX46943.1	*	BBZ39193.1	*	VDM87520.1
3	3	0.299	BBX47201.1	BBZ15373.1	BBZ41739.1	*	*
3	3	0.298	BBX44333.1	BBZ14209.1	BBZ37019.1	*	*
3	3	0.296	*	BBZ14181.1	BBZ38796.1	QYL23168.1	*
3	3	0.296	BBX47106.1	*	BBZ39807.1	*	VDM89126.1
3	3	0.295	*	*	BBZ38175.1	QYL22905.1	VDM87856.1
3	3	0.295	*	*	BBZ40203.1	QYL21106.1	VDM89445.1
3	3	0.294	*	BBZ10684.1	BBZ38242.1	*	VDM87725.1
3	3	0.291	BBX45360.1	BBZ11287.1	BBZ40419.1	*	*
3	3	0.289	BBX46893.1	*	*	QYL23610.1	VDM87123.1
3	3	0.286	BBX48209.1	*	BBZ37576.1	*	VDM91161.1
3	3	0.284	*	BBZ14767.1	BBZ38102.1	QYL23805.1	*
3	3	0.284	BBX47339.1	BBZ11362.1	*	QYL22260.1	*
3	3	0.28	*	*	BBZ38076.1	QYL25415.1	VDM87420.1
3	3	0.276	*	BBZ12641.1	BBZ39777.1	QYL22255.1	*
3	3	0.275	*	*	BBZ42618.1	QYL24954.1	VDM89490.1
3	3	0.275	*	BBZ15089.1	*	QYL20441.1	VDM89684.1
3	3	0.273	*	BBZ11266.1	BBZ42562.1	*	VDM86708.1
3	3	0.273	BBX47359.1	*	*	QYL23932.1	VDM88814.1
3	3	0.271	*	BBZ15486.1	BBZ40710.1	QYL22761.1	*
3	3	0.258	BBX46264.1	BBZ14994.1	BBZ40314.1	*	*
3	3	0.255	BBX44789.1	BBZ15541.1	*	QYL24726.1	*
3	3	0.254	*	BBZ11788.1	*	QYL21349.1	VDM90863.1
3	3	0.25	BBX47317.1	*	BBZ42449.1	QYL20419.1	*
3	3	0.248	BBX48050.1	*	BBZ40275.1	QYL24435.1	*
3	3	0.247	BBX45640.1	BBZ14564.1	*	QYL20716.1	*
3	3	0.244	*	BBZ14146.1	BBZ39028.1	QYL23444.1	*
3	3	0.244	*	BBZ15508.1	BBZ42455.1	QYL21356.1	*
3	3	0.243	*	BBZ13840.1	BBZ40669.1	*	VDM89624.1
3	3	0.238	BBX48415.1	BBZ10202.1	*	QYL24158.1	*
3	3	0.233	BBX44745.1	BBZ14882.1	*	QYL24778.1	*
3	3	0.23	BBX47338.1	BBZ11361.1	BBZ42438.1	*	*
3	3	0.229	*	BBZ12498.1	*	QYL25333.1	VDM89187.1
3	3	0.229	BBX46002.1	*	*	QYL25443.1	VDM89154.1
3	3	0.227	BBX45836.1	BBZ12821.1	*	QYL21586.1	*
3	3	0.226	BBX48387.1	*	BBZ38420.1	QYL21484.1	*
3	3	0.224	BBX47307.1	*	BBZ42488.1	QYL24553.1	*
3	3	0.222	BBX47200.1	BBZ14988.1	*	QYL21128.1	*
3	3	0.221	*	BBZ11268.1	BBZ39864.1	*	VDM88622.1
3	3	0.22	*	BBZ15410.1	BBZ41525.1	QYL22897.1	*
3	3	0.219	*	BBZ14970.1	BBZ42542.1	QYL24773.1	*
3	3	0.217	BBX44893.1	BBZ13743.1	*	QYL20617.1	*
3	3	0.216	*	BBZ14242.1	BBZ38932.1	*	VDM90004.1
3	3	0.212	*	BBZ11733.1	BBZ40361.1	QYL20548.1	*
3	3	0.209	BBX45276.1	*	BBZ40038.1	*	VDM90033.1
3	3	0.209	BBX46891.1	*	*	QYL22753.1	VDM87254.1
3	3	0.199	*	BBZ10238.1	BBZ41581.1	*	VDM90578.1
3	3	0.199	*	BBZ14562.1	*	QYL20707.1	VDM89395.1
3	3	0.199	BBX47732.1	*	BBZ39495.1	QYL22558.1	*
3	3	0.194	BBX44358.1	*	BBZ37386.1	*	VDM87240.1
3	3	0.19	BBX48724.1	*	BBZ38271.1	QYL25691.1	*
3	3	0.187	*	BBZ10325.1	BBZ37649.1	QYL24044.1	*
3	3	0.182	*	*	BBZ39141.1	QYL23377.1	VDM87780.1
3	3	0.181	*	BBZ15582.1	*	QYL23128.1	VDM89544.1
3	3	0.18	*	BBZ14684.1	BBZ38369.1	QYL20416.1	*
3	3	0.18	*	BBZ15164.1	BBZ39745.1	*	VDM89037.1
3	3	0.176	*	BBZ12881.1	BBZ37946.1	QYL25490.1	*
3	3	0.175	BBX48220.1	BBZ10399.1	*	QYL22748.1	*
3	3	0.169	BBX46344.1	BBZ13542.1	*	QYL23507.1	*
3	3	0.166	*	*	BBZ39773.1	QYL25183.1	VDM89085.1
3	3	0.158	BBX48155.1	*	BBZ39736.1	QYL25077.1	*
3	3	0.155	*	BBZ15046.1	*	QYL20738.1	VDM88178.1
3	3	0.147	BBX44805.1	*	BBZ37864.1	QYL23670.1	*
3	3	0.142	BBX45226.1	*	BBZ41098.1	*	VDM90198.1
3	3	0.134	BBX47667.1	*	BBZ39867.1	QYL25476.1	*
3	3	0.133	BBX48643.1	BBZ09949.1	*	*	VDM89061.1
3	3	0.131	BBX46309.1	*	BBZ39829.1	QYL23769.1	*
3	3	0.128	*	BBZ12751.1	*	QYL23923.1	VDM88842.1
3	3	0.125	BBX47085.1	*	BBZ42149.1	*	VDM91271.1
3	3	0.123	*	BBZ15248.1	BBZ40852.1	*	VDM90042.1
3	3	0.118	*	*	BBZ42450.1	QYL22942.1	VDM86632.1
3	3	0.113	BBX48422.1	BBZ12400.1	*	QYL22526.1	*
3	3	0.113	BBX48767.1	*	BBZ38160.1	QYL25645.1	*
3	3	0.11	BBX45566.1	BBZ11727.1	*	QYL21908.1	*
3	3	0.105	*	BBZ14665.1	BBZ38002.1	QYL23032.1	*
3	3	0.105	*	BBZ14685.1	BBZ38368.1	QYL24141.1	*
3	3	0.097	*	BBZ12753.1	BBZ37988.1	*	VDM90975.1
3	3	0.0942	BBX45505.1	*	BBZ42361.1	QYL24735.1	*
3	3	0.0933	BBX46881.1	BBZ14121.1	*	*	VDM88474.1
3	3	0.0897	BBX48205.1	*	BBZ37568.1	QYL25461.1	*
3	3	0.0829	BBX48288.1	*	BBZ37640.1	QYL21949.1	*
3	3	0.0823	BBX48495.1	BBZ12628.1	BBZ37867.1	*	*
3	3	0.0787	BBX47086.1	*	BBZ42148.1	*	VDM91272.1
3	3	0.0729	*	BBZ12088.1	BBZ41633.1	QYL24572.1	*
3	3	0.069	*	BBZ14245.1	BBZ37678.1	*	VDM88338.1
3	3	0.06	BBX48011.1	BBZ12677.1	BBZ40150.1	*	*
3	3	0.0452	*	*	BBZ42434.1	QYL25481.1	VDM87720.1
2	7	0.286	*	*	BBZ37202.1,BBZ39764.1	QYL21609.1,QYL21958.1,QYL22019.1,QYL23756.1,QYL23775.1	*
2	5	0.195	BBX44025.1,BBX44026.1,BBX44027.1,BBX45930.1	BBZ12479.1	*	*	*
2	4	0.483	BBX47777.1,BBX47795.1	*	BBZ40913.1,BBZ40923.1	*	*
2	4	0.25	BBX48954.1	*	*	QYL25358.1,QYL25482.1,QYL25841.1	*
2	4	0.242	*	*	BBZ37177.1,BBZ37727.1,BBZ38531.1	*	VDM87817.1
2	4	0.242	*	*	BBZ40447.1	*	VDM87769.1,VDM89604.1,VDM89660.1
2	4	0.24	*	BBZ15587.1	*	QYL22600.1,QYL23394.1,QYL23692.1	*
2	4	0.239	*	*	*	QYL23006.1	VDM86614.1,VDM86616.1,VDM91261.1
2	4	0.145	*	BBZ14956.1,BBZ15649.1	BBZ38244.1,BBZ38265.1	*	*
2	4	0.143	*	*	BBZ42323.1,BBZ42324.1	*	VDM89270.1,VDM89267.1
2	4	0.143	BBX47184.1,BBX47221.1	*	BBZ42477.1,BBZ41680.1	*	*
2	3	0.333	*	*	BBZ38725.1,BBZ39399.1	*	VDM89610.1
2	3	0.333	*	BBZ10040.1,BBZ15224.1	*	*	VDM89083.1
2	3	0.333	*	BBZ13917.1	*	QYL23341.1,QYL23978.1	*
2	3	0.333	*	BBZ14813.1,BBZ15655.1	BBZ41026.1	*	*
2	3	0.333	BBX44005.1,BBX48972.1	*	BBZ38458.1	*	*
2	3	0.333	BBX44156.1,BBX47328.1	*	*	*	VDM86981.1
2	3	0.333	BBX44717.1	*	BBZ37086.1,BBZ41272.1	*	*
2	3	0.333	BBX45817.1	*	*	*	VDM88039.1,VDM88020.1
2	3	0.333	BBX46109.1,BBX46124.1	*	*	QYL25558.1	*
2	3	0.333	BBX47204.1,BBX48551.1	*	*	QYL22873.1	*
2	3	0.333	BBX47933.1	BBZ10138.1,BBZ15198.1	*	*	*
2	3	0.333	BBX48069.1	*	BBZ39088.1,BBZ40253.1	*	*
2	3	0.333	BBX48088.1	BBZ09849.1,BBZ14792.1	*	*	*
2	3	0.332	*	*	*	QYL20431.1,QYL20975.1	VDM87582.1
2	3	0.332	BBX44029.1	BBZ10647.1,BBZ13775.1	*	*	*
2	3	0.332	BBX44800.1	*	BBZ42022.1,BBZ37674.1	*	*
2	3	0.332	BBX46114.1,BBX46126.1	*	*	QYL25560.1	*
2	3	0.332	BBX48785.1,BBX48679.1	*	BBZ42062.1	*	*
2	3	0.332	BBX48809.1,BBX47065.1	*	BBZ38989.1	*	*
2	3	0.331	*	*	*	QYL23002.1	VDM86609.1,VDM91254.1
2	3	0.331	*	*	*	QYL25297.1	VDM86608.1,VDM91253.1
2	3	0.331	*	*	BBZ37957.1	QYL24143.1,QYL25613.1	*
2	3	0.331	*	*	BBZ41492.1,BBZ40693.1	QYL21353.1	*
2	3	0.331	*	BBZ12768.1,BBZ13911.1	BBZ39312.1	*	*
2	3	0.331	*	BBZ14053.1	*	QYL22591.1,QYL22592.1	*
2	3	0.33	*	*	BBZ41503.1,BBZ38851.1	QYL20592.1	*
2	3	0.33	*	BBZ14942.1,BBZ14998.1	*	*	VDM89502.1
2	3	0.33	BBX45914.1,BBX47345.1	BBZ12787.1	*	*	*
2	3	0.33	BBX46937.1,BBX44275.1	*	BBZ41964.1	*	*
2	3	0.33	BBX47399.1	BBZ12788.1,BBZ14440.1	*	*	*
2	3	0.33	BBX47812.1	*	BBZ40349.1,BBZ39442.1	*	*
2	3	0.33	BBX47914.1	*	BBZ38381.1,BBZ41276.1	*	*
2	3	0.33	BBX48805.1	*	*	*	VDM87451.1,VDM88375.1
2	3	0.329	*	*	BBZ40245.1,BBZ41526.1	QYL25694.1	*
2	3	0.329	*	BBZ10523.1,BBZ12106.1	BBZ40105.1	*	*
2	3	0.329	*	BBZ11105.1,BBZ15132.1	*	*	VDM91170.1
2	3	0.329	*	BBZ15362.1,BBZ15445.1	BBZ38158.1	*	*
2	3	0.329	BBX45906.1,BBX46527.1	*	*	QYL20424.1	*
2	3	0.329	BBX46132.1	*	*	QYL23746.1,QYL25394.1	*
2	3	0.328	*	*	BBZ39446.1,BBZ42097.1	*	VDM91102.1
2	3	0.328	*	*	BBZ41628.1,BBZ41687.1	QYL21223.1	*
2	3	0.328	BBX46714.1	*	*	QYL22864.1,QYL24898.1	*
2	3	0.327	*	BBZ10758.1,BBZ11164.1	BBZ39342.1	*	*
2	3	0.327	*	BBZ13027.1	BBZ38257.1,BBZ38258.1	*	*
2	3	0.327	*	BBZ13535.1	BBZ40907.1,BBZ41131.1	*	*
2	3	0.327	*	BBZ13823.1	BBZ41962.1,BBZ38883.1	*	*
2	3	0.327	*	BBZ15194.1	*	QYL20936.1,QYL25767.1	*
2	3	0.327	*	BBZ15465.1	*	QYL21459.1,QYL25289.1	*
2	3	0.327	BBX47570.1	BBZ15419.1,BBZ15432.1	*	*	*
2	3	0.326	*	*	*	QYL25626.1	VDM87576.1,VDM90611.1
2	3	0.326	BBX44784.1,BBX46414.1	BBZ12162.1	*	*	*
2	3	0.325	*	BBZ10178.1	*	QYL21150.1,QYL25277.1	*
2	3	0.325	BBX48810.1	*	*	QYL21730.1,QYL25808.1	*
2	3	0.324	*	BBZ13182.1,BBZ14561.1	BBZ40407.1	*	*
2	3	0.323	*	BBZ12635.1	*	QYL20543.1,QYL20658.1	*
2	3	0.32	*	BBZ14765.1	*	QYL22313.1,QYL23677.1	*
2	2	1	*	*	*	QYL20359.1	VDM88834.1
2	2	1	*	*	*	QYL20429.1	VDM89631.1
2	2	1	*	*	*	QYL20449.1	VDM89247.1
2	2	1	*	*	*	QYL20470.1	VDM87103.1
2	2	1	*	*	*	QYL20521.1	VDM87262.1
2	2	1	*	*	*	QYL20534.1	VDM88316.1
2	2	1	*	*	*	QYL20572.1	VDM89542.1
2	2	1	*	*	*	QYL20576.1	VDM86618.1
2	2	1	*	*	*	QYL20610.1	VDM88956.1
2	2	1	*	*	*	QYL20611.1	VDM88955.1
2	2	1	*	*	*	QYL20612.1	VDM88954.1
2	2	1	*	*	*	QYL20613.1	VDM88953.1
2	2	1	*	*	*	QYL20614.1	VDM88952.1
2	2	1	*	*	*	QYL20615.1	VDM88951.1
2	2	1	*	*	*	QYL20697.1	VDM90621.1
2	2	1	*	*	*	QYL20717.1	VDM87955.1
2	2	1	*	*	*	QYL20746.1	VDM90632.1
2	2	1	*	*	*	QYL20791.1	VDM87583.1
2	2	1	*	*	*	QYL20963.1	VDM88170.1
2	2	1	*	*	*	QYL21258.1	VDM87028.1
2	2	1	*	*	*	QYL21320.1	VDM86870.1
2	2	1	*	*	*	QYL21702.1	VDM88509.1
2	2	1	*	*	*	QYL21763.1	VDM86580.1
2	2	1	*	*	*	QYL21826.1	VDM88410.1
2	2	1	*	*	*	QYL21840.1	VDM89548.1
2	2	1	*	*	*	QYL21841.1	VDM90414.1
2	2	1	*	*	*	QYL21955.1	VDM87574.1
2	2	1	*	*	*	QYL21995.1	VDM87120.1
2	2	1	*	*	*	QYL22106.1	VDM87549.1
2	2	1	*	*	*	QYL22107.1	VDM87550.1
2	2	1	*	*	*	QYL22108.1	VDM87551.1
2	2	1	*	*	*	QYL22111.1	VDM87552.1
2	2	1	*	*	*	QYL22128.1	VDM87580.1
2	2	1	*	*	*	QYL22280.1	VDM88586.1
2	2	1	*	*	*	QYL22343.1	VDM88601.1
2	2	1	*	*	*	QYL22367.1	VDM86682.1
2	2	1	*	*	*	QYL22422.1	VDM90727.1
2	2	1	*	*	*	QYL22501.1	VDM90274.1
2	2	1	*	*	*	QYL22509.1	VDM87871.1
2	2	1	*	*	*	QYL22553.1	VDM89592.1
2	2	1	*	*	*	QYL22754.1	VDM88819.1
2	2	1	*	*	*	QYL22885.1	VDM90276.1
2	2	1	*	*	*	QYL22930.1	VDM90824.1
2	2	1	*	*	*	QYL22995.1	VDM91246.1
2	2	1	*	*	*	QYL22996.1	VDM91247.1
2	2	1	*	*	*	QYL22997.1	VDM91248.1
2	2	1	*	*	*	QYL22998.1	VDM91249.1
2	2	1	*	*	*	QYL22999.1	VDM91250.1
2	2	1	*	*	*	QYL23000.1	VDM91251.1
2	2	1	*	*	*	QYL23001.1	VDM86607.1
2	2	1	*	*	*	QYL23005.1	VDM91257.1
2	2	1	*	*	*	QYL23007.1	VDM91262.1
2	2	1	*	*	*	QYL23036.1	VDM87569.1
2	2	1	*	*	*	QYL23111.1	VDM87942.1
2	2	1	*	*	*	QYL23189.1	VDM86520.1
2	2	1	*	*	*	QYL23278.1	VDM89579.1
2	2	1	*	*	*	QYL23318.1	VDM86937.1
2	2	1	*	*	*	QYL23359.1	VDM87182.1
2	2	1	*	*	*	QYL23360.1	VDM87181.1
2	2	1	*	*	*	QYL23361.1	VDM87180.1
2	2	1	*	*	*	QYL23366.1	VDM86982.1
2	2	1	*	*	*	QYL23370.1	VDM86985.1
2	2	1	*	*	*	QYL23371.1	VDM86986.1
